N,Tema,Artista,Compositor,Lugar,Año,Ritmo,Fuente,Letra,Realizado por,letra en Spotify,Añadido a Spotify,Observaciones,...14,archivo,contenido,Ira,Anticipacion,Asco,Miedo,Alegria,Tristeza,Sorpresa,Confianza,Negativo,Positivo,id,popularity,name,album,artists,type,uri,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,...22,...23,...24,...25,...26,...27,...28,...29,...30,...31,...32,...33,...34,...35,...36
67,Flor De Cardón,Tupay,Adolfo Albino,NA,2018,Cueca,Spotify,67-flor de cardón,Patricia delgadillo,TRUE,NA,NA,NA,67.txt,"Tus ojos no quieren verme, 
Tu boca no quiere hablarme, 
Me está matando la pena, 
Junto al los pies del cardón.

La noche se me está yendo
Junto a este inmenso penar
Las flores me están mirando
Como queriendo llorar.

Es tan grande mi pena
Es tan grande mi amor
¿Por qué no puedo vivir sin ti
Si puedes vivir sin mí?

¿Por qué no puedo vivir sin ti
Si puedes vivir sin mí?
Ah-lai-lara-lara-lai-ra
Ah-lai-lara-lara-lai-ra
Lara-lara-lai-rarai-ra

Ay, lalala-lai-ra-la
¿Por qué no puedo vivir sin ti
Si puedes vivir sin mí?

Tus ojos no quieren verme
Tu boca no quiere hablarme
Me está matando la pena
Junto al los pies del cardón

La noche se me está yendo
Junto a este inmenso penar
Las flores me están mirando
Como queriendo llorar

Es tan grande mi pena
Es tan grande mi amor
¿Por qué no puedo vivir sin ti
Si puedes vivir sin mí?
¿Por qué no puedo vivir sin ti
Si puedes vivir sin mí?
Ah-lai-lara-lara-lai-ra
Ah-lai-lara-lara-lai-ra
Lara-lara-lai-rarai-ra
Ay, lalala-lai-ra-la
¿Por qué no puedo vivir sin ti
Si puedes vivir sin mí?",1,0,2,2,1,4,2,1,5,2,3GqkZsLjCxYbDM1QqFrTnW,11,Flor De Cardon,Cuecas con Bandoneón,Tupay,track,spotify:track:3GqkZsLjCxYbDM1QqFrTnW,0.747,0.674,2,-6.868,0,0.0447,0.593,0,0.468,0.519,110.063,199083,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68,Desde Que Te Ví,Enriqueta Ulloa,Uriel Vásquez,NA,NA,Cueca,Spotify,68-desde que te ví,Patricia delgadillo,TRUE,Si,NA,NA,68.txt,"Desde que te vi paloma mía
No encuentro calma
Ni los jilgueros cantan sus trinos 
Ni el agua corre
Ni los jilgueros cantan sus trinos 
Ni el agua corre 

Desde que te vi paloma mía
No encuentro calma
Ni los jilgueros cantan sus trinos 
Ni el agua corre
Ni los jilgueros cantan sus trinos 
Ni el agua corre 

Me baño, me baño de mañanita
En agua clara
Para acariciar los rizos bellos de tus cabellos
Para acariciar los rizos bellos de tus cabellos

Ni los jilgueros cantan sus trinos 
ni el agua corre

Desde que te vi paloma mía
No encuentro calma
Ni los jilgueros cantan sus trinos 
Ni el agua corre
Ni los jilgueros cantan sus trinos 
Ni el agua corre 

Desde que te vi paloma mía
No encuentro calma
Ni los jilgueros cantan sus trinos 
Ni el agua corre
Ni los jilgueros cantan sus trinos 
Ni el agua corre 

Me baño, me baño de mañanita
En agua clara
Por acariciar los rizos bellos de tus cabellos
Por acariciar los rizos bellos de tus cabellos

Por acariciar los rizos bellos de tu cabellos



",0,2,0,0,1,0,0,1,1,2,5SDtwnFmvsPnN2qLWAHN5g,11,Desde Que Te Vi,Costumbres de Mi Tierra,Enriqueta Ulloa,track,spotify:track:5SDtwnFmvsPnN2qLWAHN5g,0.655,0.514,9,-4.884,1,0.0363,0.807,0,0.0852,0.818,130.497,171399,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69,Claveles Rojos,Dúo Sentimiento,"Alberto Ruiz, Gilberto Rojas",NA,NA,Cueca,Spotify,69-claveles rojos,Patricia delgadillo,TRUE,NA,NA,NA,69.txt,"Ay, me duele el alma
Si te vas de mi
Mi corazón se desgarra

Cuántas noches he sufrido
Pensando en tu querer
Tú eres mi cielo

Eres la inquietud
Que se adueñó de mi vida
Es por eso que te pido
No me hagas padecer

Claveles rojos, flores divinas
Perfuman el alma
Con que me miran tus ojos
Amorcito de mi vida
Tuyo es mi corazón

Es por eso que te pido 
No me hagas padecer

Claveles rojos, flores divinas
Perfuman el alma
Cuando me miran tus ojos
Amorcito de mi vida
Tuyo es mi corazón

Es por eso que te pido 
No me hagas padecer
",0,2,1,1,0,3,0,0,3,2,2RU6wH1IR14RM0DOI8gvmi,29,Claveles Rojos,Diez Años... Con Más Sentimiento,Dúo Sentimiento,track,spotify:track:2RU6wH1IR14RM0DOI8gvmi,0.713,0.261,2,-15.71,0,0.0419,0.853,0.00176,0.168,0.388,119.109,197600,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70,Palmeras,Raul Shaw Moreno,Gilberto Rojas,NA,NA,Polca,Spotify,70-palmeras,Patricia delgadillo,TRUE,NA,NA,NA,70.txt,"Ay, mi corazón está empezando a padecer
Desde que yo, te conocí, mi dulce bien.

Sé que para mí es muy difícil olvidar
Todo el encanto de tu voz y tu mirar.

Ven, mi amor, que quiero ser tu adoración
Y formar nuestro nidito de pasión.

Ven, ven, ven, ven que las palmeras salen de mi amor
Ven, que mi alma ya no puede de dolor.

Dame tus besos (Con frenesí)
Tesoro mío (Dime que sí)
Con las palmeras (He de vivir)
Con las palmeras (Yo he de morir)

Uh uh uh uh

Ay, mi corazón está empezando a padecer
Desde que yo, te conocí, mi dulce bien.

Sé que para mí es muy difícil olvidar
Todo el encanto de tu voz y tu mirar.

Ven, mi amor, que quiero ser tu adoración
Y formar nuestro nidito de pasión.

Ven, ven, ven, ven que las palmeras salen de mi amor
Ven, que mi alma ya no puede de dolor.


",0,2,2,4,3,10,1,2,10,5,4846DTrgWFLx2udm9S5OAX,5,Palmeras,"Homenaje Al ""Gran Compositor Gilberto Rojas""",Raul Shaw Moreno,track,spotify:track:4846DTrgWFLx2udm9S5OAX,0.639,0.529,8,-6.298,0,0.0316,0.603,9.56e-5,0.121,0.882,85.581,203560,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71,Flor de Santa Cruz,Trio Oriental,Gilberto Rojas,Santa Cruz,1969,Taquirari,Spotify,71-Flor de Santa Cruz,Patricia delgadillo,TRUE,NA,NA,NA,71.txt,"
Perfumada brisa que llego del arenal
trayendo sonrisa en una boquita oriental
labios del ensueño, bellos pétalos de amor
del jardín cruceño, yo sería el picaflor 

Llora por tu querer, mi pobre corazón 
porque te adoro con loca pasión 
Llora por tu querer, mi pobre corazón 
porque te adora con loca pasión 

Flor de Santa Cruz que me brindas luz
en los carnavales de perfume azul 
Flor de Santa Cruz que me brindas luz
en los carnavales de perfume azul 

Perfumada brisa que llego del arenal
trayendo sonrisa en una boquita oriental
labios del ensueño, bellos pétalos de amor
del jardín cruceño, yo sería el picaflor 

Llora por tu querer, mi pobre corazón 
porque te adora con loca pasión 
Llora por tu querer, mi pobre corazón 
porque te adora con loca pasión 

Flor de Santa Cruz que me brindas luz
en los carnavales de perfume azul 
Flor de Santa Cruz que me brindas luz
en los carnavales de perfume azul 
",0,1,0,0,4,3,2,2,2,4,0A4kdhhq7wpvIwN6lSz5m9,11,Flor de Santa Cruz,"Homenaje Al ""Gran Compositor Gilberto Rojas""",Trio Oriental,track,spotify:track:0A4kdhhq7wpvIwN6lSz5m9,0.64,0.668,4,-2.888,1,0.0348,0.412,0,0.196,0.966,101.526,119573,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72,Cunumicita,Guisela Santa Cruz,Gilberto Rojas,Santa Cruz,2021,Taquirari,Spotify,72-Cunumicita,Patricia delgadillo,TRUE,NA,NA,NA,72.txt,"Cunumicita linda
Que tienes ojos de guapurú
Dame el encanto de tu boquita
Dulce de achachairú.

No ves que estoy sufriendo
De tanta angustia por ti mujer
Y que me estoy muriendo
De ansias locas por tu querer.

Ya verás que lindo es
Amarse con devoción
Todo te lo daré
Cunumi con todo el corazón.

Ya verás que lindo es
Amarse con devoción
Todo te lo daré
Cunumi con todo el corazón

Ya verás que lindo es
Amarse con devoción
Todo te lo daré
Cunumi con todo el corazón

Escuchame
Mi voz de amor
Que es el dolor
Que lleva mi canción

Escuchame
Mi voz de amor
Que es el dolor
Que lleva mi canción

Cunumicita linda
Que tienes ojos de guapuru
Dame el encanto de tu boquita
Dulce de achachairú

No ves que estoy muriendo
De tanta angustia por ti mujer
Y que me estoy muriendo
Por ansias locas de tu querer

Ya verás que lindo es
Amarse con devoción
Todo te lo daré
Cunumi con todo el corazón

Ya verás que lindo es
Amarse con devoción
Todo te lo daré
Cunumi con todo el corazón

Escuchame
Mi voz de amor
Que es el dolor
Que lleva mi canción

Escuchame
Mi voz de amor
Que es el dolor
Que lleva mi canción.",2,2,2,5,2,11,3,1,12,4,7y6zC7hG8Pv5pl6lJ1x5XE,18,Cunumicita,De Colección,Guisela Santa Cruz,track,spotify:track:7y6zC7hG8Pv5pl6lJ1x5XE,0.686,0.791,2,-4.711,0,0.0319,0.662,0,0.216,0.796,87.476,163893,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73,En las Playas Desiertas del Beni,Los Taitas,"José Aguirre Achá, Lola Sierra Chávez de Méndez",Beni,NA,Vals,Spotify,73-En las playas desiertas del Beni-Los taitas.txt,Patricia delgadillo,TRUE,NA,NA,NA,73.txt,"En las playas desiertas del Beni,
Un viajero de pálida faz

Que al mecerse en su hamaca pensaba
En su amor y su tierra natal

Y mirando las ondas del río
Donde duerme el temible caimán

Y espumosas se ven las cachuelas
Con sus tumbos sepulcros cabal

Y ante el negro horizonte decía
Tal vez niña no vuelva jamás
Y el rumor misterioso del bosque
Contestaba
Ya no volverás.

Y mirando las ondas del río
Donde duerme el temible caimán

Y espumosas se ven las cachuelas
Con sus tumbos sepulcros cabal

Y ante el negro horizonte decía
Tal vez niña no vuelva jamás
Y el rumor misterioso del bosque
Contestaba
Ya no volverás.
Y el rumor misterioso del bosque
Contestaba
Ya no volverás.",0,2,0,2,1,3,2,0,6,3,44uOs91EgPx5aT8jNAxg7u,18,En las Playas del Beni,Lo Mejor,Los Taitas,track,spotify:track:44uOs91EgPx5aT8jNAxg7u,0.596,0.238,4,-12.963,0,0.0427,0.565,4.09e-6,0.0843,0.527,129.217,156200,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74,Pandinita,Trio Oriental,José Torrico,NA,1996,Taquirari,Spotify,74-Pandinita -trio oriental.txt,Patricia delgadillo,TRUE,NA,NA,NA,74.txt,"Pandinita hermosa, tú eres mi único querer
Por eso no te puedo olvidar
Muchachita de mi alma oriental
Es mi tierra un paisaje de bello color
Tiene en esas selvas donde ruge el jaguar
Tiene sus palmeras de belleza tropical
Querida tierra sin par

Morena, mi amor (morenita de mi amor)
Bañada de sol (pandinita de mi amor)
Por eso yo te quiero
Ay, pandinita de mi corazón
Brindo esta canción (pandinita de mi amor)
A mi suelo natal (pandinita de mi amor)
Y con mucha alegría ayudarme a decir:
""Viva Pando, mi amor""

(Asi se baila con el trio oriental)
Pandinita hermosa, tú eres mi único querer
Por eso no te puedo olvidar
Muchachita de mi alma oriental
Es mi tierra un paisaje de bello color
Tiene en esas selvas donde ruge el jaguar
Tiene sus palmeras de belleza tropical
Querida tierra sin par
Morena, mi amor (morenita de mi amor)
Bañada de sol (pandinita de mi amor)
Por eso yo te quiero
Ay, pandinita de mi corazón
Brindo esta canción (pandinita de mi amor)
A mi suelo natal (pandinita de mi amor)
Y con mucha alegría ayudarme a decir:
""Viva Pando, mi amor""

Morena, mi amor (pandinita de mi amor)
Bañada de sol (pandinita de mi amor)
Por eso yo te quiero
Ay, pandinita de mi corazón
Brindo esta canción (pandinita de mi amor)
A mi suelo natal (pandinita de mi amor)
Y con mucha alegría ayudarme a decir:
""Viva Pando, mi amor""",0,1,2,1,5,2,1,2,3,7,0eiazBQN3ZHlERV3w4VrgV,19,Pandinita,Lo Mejor de la Música Boliviana,Trio Oriental,track,spotify:track:0eiazBQN3ZHlERV3w4VrgV,0.64,0.401,1,-15.939,0,0.0466,0.523,0,0.348,0.948,97.332,149893,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75,Siringuero,Luis Rico,Pedro Shimose Kawamura,NA,1976,Polca,Spotify,75-Siringuero.txt,Patricia delgadillo,TRUE,Si,falta corregir y sincronizar,NA,75.txt,"Siringuero
Coje tu cuchillo y tu tichela
Llévate a la espalda tu morral
Junto con la aurora corre y vuela
Que las aves ya cantaron 
Y amanece en el gomal

Siringuero
Sangra tu existencia en la madera
Llora el árbol tu desolación
Corre, corre que allá en la tapera
El hambre te espera
Con la desesperación

En la goma ha muerto tu alegría 
En bolachas negras tú te vas
Llora tu canción en tu agonía
Está encadenado el día
Por orden del capataz

En tu flor las hojas se marchitan
Lloras por el humo y el temor
Quítale al gomal lo que te quitan
Grita como a ti te gritan 
Quienes siembran el dolor

Quítale al gomal lo que te quita
Grita como a ti te gritan 
Quienes siembran el dolor

Siringuero
Sangra tu existencia en la madera
Llora el árbol tu desolación
Corre, corre que allá en la tapera
El hambre te espera
Con la desesperación

En la goma ha muerto tu alegría 
En bolachas negras tú te vas
Llora tu canción en tu agonía
Está encadenado el día
Por orden del capataz

En tu flor las hojas se marchitan
Lloras por el humo y el temor
Quítale al gomal lo que te quita
Grita como a ti te gritan 
Quienes siembran el dolor

Quítale al gomal lo que te quita
Grita como a ti te gritan 
Quienes siembran el dolor",0,0,1,2,1,7,0,0,8,3,2qL7DZGJ3ShI2ZbLZlf5Vv,1,Siringuero,Moto Méndez (Alto Folklore Boliviano),Luis Rico,track,spotify:track:2qL7DZGJ3ShI2ZbLZlf5Vv,0.538,0.742,9,-9.651,1,0.0516,0.343,0,0.165,0.761,126.677,204312,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76,Martirio,Bonanza,"Jose Lavadenz, Nicolas Ortiz.",NA,1997,Cueca,Spotify,76-Martirio.txt,Patricia delgadillo,TRUE,Si,NA,NA,76.txt,"He vivido tolerando martirio 
Pero jamás me he mostrado cobarde
Arrastraré las cadenas más fuertes
Hasta que mi pobre vida se acabe
Arrastraré las cadenas más fuertes
Hasta que mi pobre vida se acabe

Estoy enfermo de penas y ensueños
Voy buscando por la vida cariño
Y mis ansias de ventura se pierden
En sombras negras y tristes del olvido
Y mis ansias de ventura se pierden
En sombras negras y tristes del olvido

A los bosques yo me interno llorando
En busca de la hierba del olvido
A ver si con esa hierba pudiera 
Olvidar lo que tanto yo he querido
A ver si con esa hierba pudiera 
Olvidar lo que tanto yo he querido

A ver si con esa hierba pudiera 
Olvidar lo que tanto yo he querido

A los bosques yo me interno llorando
En busca de la hierba del olvido
A ver si con esa hierba pudiera 
Olvidar lo que tanto yo he querido
A ver si con esa hierba pudiera 
Olvidar lo que tanto yo he querido

A ver si con esa hierba pudiera 
Olvidar lo que tanto yo he querido






",2,1,4,8,1,7,0,1,9,2,1W1RSq0jMgssi7c7pNz1N8,9,Martirio,Vivencias,Bonanza,track,spotify:track:1W1RSq0jMgssi7c7pNz1N8,0.676,0.632,2,-9.142,1,0.049,0.777,0,0.202,0.964,126.664,254015,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
77,Soledad,Amaru,Simeón Roncal / Pedro Butrón,NA,1995,Cueca,Spotify,77-Soledad.txt,Patricia delgadillo,TRUE,Si,NA,NA,77.txt,"
Soledad, soledad
Esta noche estoy muy triste
Se me ha ocultado la luna
Y no cabe duda alguna
Que se fue porque te fuiste
Y no cabe duda alguna
Que se fue porque te fuiste

Soledad, soledad
En la soledad de mi alma
Lloraré mi desventura
Si el orgullo me dio calma
Que se acabe mi amargura
Si el orgullo me dio calma
Que se acabe mi amargura

Muy solo estoy aquí
Sin tu querer, mi bien
Si algún día tu volvieras
A devolverme la calma
Si algún día tu volvieras
A devolverme la calma

Si algún día tu volvieras
A devolverme la calma

Soledad, soledad
Esta noche estoy muy triste
Se me ha ocultado la luna
Y no cabe duda alguna
Que se fue porque te fuiste
Y no cabe duda alguna
Que se fue porque te fuiste

Soledad, soledad
En la soledad de mi alma
Lloraré mi desventura
Si el orgullo me dio calma
Que se acabe mi amargura
Si el orgullo me dio calma
Que se acabe mi amargura

Muy solo estoy aquí
Sin tu querer, mi bien
Si algún día tu volvieras
A devolverme la calma
Si algún día tu volvieras
A devolverme la calma

Si algún día tu volvieras
A devolverme la calma


",2,1,2,5,1,13,0,1,13,3,1AhIi6UI07iWgBKFIUiSrz,16,Soledad,Nuestros 20 Años,Amaru,track,spotify:track:1AhIi6UI07iWgBKFIUiSrz,0.621,0.579,6,-13.817,0,0.0413,0.513,1.21e-4,0.177,0.725,116.399,214025,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78,Amor Ausente,Amaru,Dexter Perez Mejia,NA,2005,Tinku,Spotify,77-amor ausente.txt,Patricia delgadillo,TRUE,NA,NA,NA,78.txt,"De que me sirve hoy, para qué, todo el amor que siento
De que me sirve hoy, para qué, todo el amor que siento
Si no te puedo ver viditay, desde hace mucho tiempo
Si no te puedo ver viditay, desde hace mucho tiempo
Yo no pretendo ser para ti un sueño pasajero, 
Yo no pretendo ser para ti un sueño pasajero
Bien sabes que te di viditay cariño verdadero
Bien sabes que te di viditay cariño verdadero.

Para ti todo es alegría
Para mí esa ya no es vida
Ay amor ausente

Para ti todo es alegría
Para mí esa ya no es vida
Ay amor ausente

De que me sirve hoy, para que, todo el amor que siento
De que me sirve hoy, para que, todo el amor que siento
Si no te puedo ver viditay, desde hace mucho tiempo
Si no te puedo ver viditay, desde hace mucho tiempo
Yo no pretendo ser para ti un sueño pasajero
Yo no pretendo ser para ti un sueño pasajero
Bien sabes que te di viditay cariño verdadero
Bien sabes que te di viditay cariño verdadero

Para ti todo es alegría
Para mí esa ya no es vida
Ay amor ausente

Para ti todo es alegría
Para mí esa ya no es vida
La, la, la, la, la, la
Ah-lai-lara-lara-lai-ra
Lara-lara-lai-rarai-ra
Ay amor ausente

",0,3,1,2,1,3,0,0,3,2,2ps2FzAPfWeKsJU7063kmZ,33,Amor Ausente,Hoy Es el Tiempo...,Amaru,track,spotify:track:2ps2FzAPfWeKsJU7063kmZ,0.675,0.824,2,-4.074,1,0.0564,0.41,0,0.315,0.951,154.207,211760,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79,Para Que La Vida,Llajtaymanta,Benjamin Edson Carvallo Contreras,NA,2007,Tinku,Spotify,79-para que la vida.txt,Patricia delgadillo,TRUE,NA,NA,NA,79.txt,"Para qué la vida, si no hay cariño, si no hay felicidad
Imilla bandida, por amor te pido, vámonos a la ciudad

Porque tus papás nos quieren separar
Dicen que soy casado
Tú sabes bien que yo te quiero de verdad
Que todo eso es pasado.

Pero mañana, ¡muy lejos nos iremos!
Si nos encuentran, ¡abuelos los haremos¡

Para qué la vida, si no hay cariño, si no hay felicidad
Imilla bandida, por amor te pido, vámonos a la ciudad

Porque tus papás nos quieren separar
Dicen que soy casado
Tú sabes bien que te quiero de verdad
Que todo eso es pasado

Pero mañana, ¡muy lejos nos iremos!
Si nos encuentran, ¡abuelos los haremos¡


Para qué la vida, si no hay cariño, si no hay felicidad
Imilla bandida, por amor te pido, vámonos a la ciudad

Porque tus papás nos quieren separar
Dicen que soy casado
Tú sabes bien que te quiero de verdad
Que todo eso es pasado

Pero mañana, ¡muy lejos nos iremos!
Si nos encuentran, ¡abuelos los haremos¡

Lololoi lololo lololoi lololo
",0,1,0,0,4,1,0,1,1,5,3gf2X4sfioEMJXkYWKZwrP,41,Para Que la Vida,Sentimientos,Llajtaymanta,track,spotify:track:3gf2X4sfioEMJXkYWKZwrP,0.665,0.888,9,-4.849,0,0.0483,0.465,0,0.124,0.925,150.022,197640,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
80,Dices Que No Importa,Waliki,Humberto Rodriguez Guillen,NA,2018,Tinku,Spotify,80-dices que no importa.txt,Patricia delgadillo,TRUE,NA,NA,NA,80.txt,"Qué paso contigo corazón
Te has vuelto a enamorar
Es que ya no entiendes de razón
Solo te interesa amar

Dime que pretendes por favor
No entiendo tu cantar
Sabes que te van a lastimar
Y lo vuelves a intentar

Pero dices que no importa
Dices que no importa
Que no importa ya

Lo importante es querer
Lo importante es amar
Como yo te estoy amando

Dices que no importa
Dices que no importa
Que no importa ya

Lo importante es vivir,
Lo importante es sentir
Como yo te estoy sintiendo

Qué paso contigo corazón
Te has vuelto a enamorar
Es que ya no entiendes de razón
Solo te interesa amar

Dime que pretendes por favor
No entiendo tu cantar
Sabes que te van a lastimar
Y lo vuelves a intentar

Pero dices que no importa
dices que no importa
que no importa ya

Lo importante es querer
Lo importante es amar
Como yo te estoy amando

Dices que no importa
Dices que no importa
Que no importa ya

Lo importante es vivir
Lo importante es sentir
Como yo te estoy sintiendo

",0,1,0,0,1,2,0,3,1,2,5MyhaiTavviWL5hPGNXzBF,33,Dices Que No Importa,Mas Bolivianos Que Nunca,Waliki,track,spotify:track:5MyhaiTavviWL5hPGNXzBF,0.718,0.828,9,-5.373,1,0.0416,0.68,3.55e-6,0.224,0.764,149.975,201984,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
